SN,BT,WH,RV,LA,LO,AD
4. Et. (Schwellistr.),Baugenossenschaft Schönau,,Zürich,47.4251574,8.5374523,Schwellistrasse 70 <br>8052 Zürich
Eyhof A,Baugenossenschaft Schönheim,,Zürich,47.3725,8.4891351,Eyhof 26 <br>8047 Zürich
Hagenbuchrain,Baugenossenschaft Sonnengarten,,Zürich,47.3734626,8.4835052,Hagenbuchrain 8b <br>8047 Zürich
Rütihof 3,Baugenossenschaft Sonnengarten,,Zürich,47.4139015,8.4764749,Hurdäckerstrasse 6 <br>8049 Zürich
Goldacker 3,Baugenossenschaft Sonnengarten,,Zürich,47.3682006,8.4920692,Rossackerstrasse 16 <br>8047 Zürich
Goldacker 3,Baugenossenschaft Sonnengarten,,Zürich,47.368188,8.4914863,Rossackerstrasse 32 <br>8047 Zürich
Goldacker 1,Baugenossenschaft Sonnengarten,,Zürich,47.3692988,8.491103,Triemlistrasse 120 <br>8047 Zürich
Triemli,Baugenossenschaft Sonnengarten,,Zürich,47.367896,8.4941235,Triemlistrasse 210 <br>8047 Zürich
Sihlfeld Zurlindenstrasse,Baugenossenschaft St. Jakob,,Zürich,47.3746972,8.5133182,Zurlindenstrasse 225 <br>8003 Zürich
Tulpenweg,Baugenossenschaft Süd-Ost,,Zürich,47.4046272,8.5621496,Tulpenweg 18 <br>8051 Zürich
Obsthalde/Wehntalerstrasse,Baugenossenschaft Süd-Ost,,Zürich,47.4145607,8.5164946,Wehntalerstrasse 405 <br>8046 Zürich
Obsthalde/Wehntalerstrasse,Baugenossenschaft Süd-Ost,,Zürich,47.4146728,8.5160463,Wehntalerstrasse 411 <br>8046 Zürich
Obsthalde/Wehntalerstrasse,Baugenossenschaft Süd-Ost,,Zürich,47.4149442,8.5157041,Wehntalerstrasse 417 <br>8046 Zürich
Obsthalde/Wehntalerstrasse,Baugenossenschaft Süd-Ost,,Zürich,47.4149081,8.5151461,Wehntalerstrasse 419 <br>8046 Zürich
Kalchbühl,Baugenossenschaft Waidberg,,Zürich,47.3385703,8.5329334,Honeggerweg 4 <br>8038 Zürich
In Böden/Wehntalerstr.,Baugenossenschaft Waidmatt,,Zürich,47.4183653,8.5100094,In Böden 143 <br>8046 Zürich
In Böden/Wehntalerstr.,Baugenossenschaft Waidmatt,,Zürich,47.4181942,8.5097696,In Böden 145 <br>8046 Zürich
Ifang,Baugenossenschaft Waidmatt,,Zürich,47.4174171,8.5096653,Wehntalerstrasse 479 <br>8046 Zürich
Ifang,Baugenossenschaft Waidmatt,,Zürich,47.41747,8.5095931,Wehntalerstrasse 485 <br>8046 Zürich
Ifang,Baugenossenschaft Waidmatt,,Zürich,47.4175231,8.5095211,Wehntalerstrasse 491 <br>8046 Zürich
Ifang,Baugenossenschaft Waidmatt,,Zürich,47.4175761,8.5094493,Wehntalerstrasse 497 <br>8046 Zürich
In Böden/Wehntalerstr.,Baugenossenschaft Waidmatt,,Zürich,47.4180598,8.5097138,Wehntalerstrasse 506 <br>8046 Zürich
In Böden/Wehntalerstr.,Baugenossenschaft Waidmatt,,Zürich,47.4180286,8.5091964,Wehntalerstrasse 510 <br>8046 Zürich
Wallisellenstr. I,Baugenossenschaft Zentralstrasse,,Zürich,47.4107366,8.562888,Wallisellenstrasse 318 <br>8050 Zürich
Albisriederdörfli,Baugenossenschaft Zurlinden,,Zürich,47.3757004,8.4853712,Albisriederstrasse 358 <br>8047 Zürich
Ankerstrasse 16 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3728925,8.5245106,Ankerstrasse 16a <br>8004 Zürich
Zweierstrasse 48 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3728202,8.5245488,Zweierstrasse 48a <br>8004 Zürich
Zweierstrasse 50 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3727941,8.5244556,Zweierstrasse 50a <br>8004 Zürich
Zweierstrasse 50 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3727234,8.5243217,Zweierstrasse 54a <br>8004 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3383076,8.5239958,Im Bergdörfli 8 <br>8038 Zürich
Brahmshof,Evangelischer Frauenbund Zürich (EFZ),,Zürich,47.3787872,8.5064958,Brahmsstrasse 46 <br>8003 Zürich
17 Hegianwandweg,Familienheim-Genossenschaft Zürich,,Zürich,47.356263,8.5117289,Arbentalstrasse 28 <br>8045 Zürich
14 Bernhard-Jaeggi-Weg,Familienheim-Genossenschaft Zürich,,Zürich,47.3658428,8.5041643,Döltschiweg 135 <br>8055 Zürich
 Friesenberghalde,Familienheim-Genossenschaft Zürich,,Zürich,47.3619775,8.5017295,Friesenberghalde 10 <br>8055 Zürich
 Friesenberghalde,Familienheim-Genossenschaft Zürich,,Zürich,47.3622908,8.500915,Friesenberghalde 16 <br>8055 Zürich
 Friesenberghalde,Familienheim-Genossenschaft Zürich,,Zürich,47.3620283,8.5001154,Friesenberghalde 17 <br>8055 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3558481,8.5089407,Hegianwandweg 75 <br>8045 Zürich
5 Kleinalbis,Familienheim-Genossenschaft Zürich,,Zürich,47.3584925,8.5060418,Kleinalbis 74 <br>8045 Zürich
19 Arbental (MFH),Familienheim-Genossenschaft Zürich,,Zürich,47.3609959,8.5067273,Schweighofstrasse 226 <br>8045 Zürich
19 Arbental (MFH),Familienheim-Genossenschaft Zürich,,Zürich,47.3609992,8.5062207,Schweighofstrasse 230 <br>8045 Zürich
19 Arbental (MFH),Familienheim-Genossenschaft Zürich,,Zürich,47.3611524,8.5063333,Schweighofstrasse 232 <br>8045 Zürich
3 Manessehof,Familienheim-Genossenschaft Zürich,,Zürich,47.3649644,8.5210392,Uetlibergstrasse 20 <br>8045 Zürich
11. Et. (Fellenbergstr. 184-188),Gemeinnützige Baugenossenschaft Limmattal (GBL),,Zürich,47.373883,8.4996939,Fellenbergstrasse 186 <br>8047 Zürich
16. Et. (Albisrieden: Sackzelg 34-36),Gemeinnützige Baugenossenschaft Limmattal (GBL),,Zürich,47.3744755,8.4973972,Fellenbergstrasse 218 <br>8047 Zürich
"8. Et. (Ginsterstr. 15-17, 23-29, Fellenbergstr. 250-252, Alb.-Schneider-Weg 6-14, 18-20)",Gemeinnützige Baugenossenschaft Limmattal (GBL),,Zürich,47.3755149,8.4938954,Ginsterstrasse 25 <br>8047 Zürich
19. Et. (In der Ey 10-12),Gemeinnützige Baugenossenschaft Limmattal (GBL),,Zürich,47.3740547,8.4873119,In der Wässeri 9 <br>8047 Zürich
"14. Et. (Altstetten: Rautistr. 370-378, 371-393, 397-399, Eugen-Huber-Str. 179-181, Dunkelhölzlistr. 7-11)",Gemeinnützige Baugenossenschaft Limmattal (GBL),,Zürich,47.3881655,8.4695895,Rautistrasse 387 <br>8048 Zürich
"14. Et. (Altstetten: Rautistr. 370-378, 371-393, 397-399, Eugen-Huber-Str. 179-181, Dunkelhölzlistr. 7-11)",Gemeinnützige Baugenossenschaft Limmattal (GBL),,Zürich,47.388831,8.4696876,Rautistrasse 397 <br>8048 Zürich
Scheuchzerstrasse / Stüssistrasse,Gemeinnützige Baugenossenschaft Selbsthilfe Zürich,,Zürich,47.3954386,8.5420852,Stüssistrasse 94 <br>8057 Zürich
"Holzmatt II (Zelgli-, Binzmühlestr.)",Genossenschaft der Baufreunde Zürich,,Zürich,47.4135959,8.5253934,Binzmühlestrasse 325 <br>8046 Zürich
"Holzmatt II (Zelgli-, Binzmühlestr.)",Genossenschaft der Baufreunde Zürich,,Zürich,47.4137859,8.52527,Binzmühlestrasse 321a <br>8046 Zürich
Burriweg,Genossenschaft der Baufreunde Zürich,,Zürich,47.4098594,8.5635257,Burriweg 181 <br>8050 Zürich
Burriweg,Genossenschaft der Baufreunde Zürich,,Zürich,47.409391,8.5615876,Burriweg 100a <br>8050 Zürich
Burriweg,Genossenschaft der Baufreunde Zürich,,Zürich,47.4096078,8.5614994,Burriweg 101a <br>8050 Zürich
Burriweg,Genossenschaft der Baufreunde Zürich,,Zürich,47.4093369,8.5615997,Burriweg 102a <br>8050 Zürich
Burriweg,Genossenschaft der Baufreunde Zürich,,Zürich,47.4096617,8.5615005,Burriweg 103a <br>8050 Zürich
Burriweg,Genossenschaft der Baufreunde Zürich,,Zürich,47.4092379,8.5616108,Burriweg 106a <br>8050 Zürich
Burriweg,Genossenschaft der Baufreunde Zürich,,Zürich,47.4097518,8.5614892,Burriweg 107a <br>8050 Zürich
Burriweg,Genossenschaft der Baufreunde Zürich,,Zürich,47.409121,8.5616084,Burriweg 110a <br>8050 Zürich
Burriweg,Genossenschaft der Baufreunde Zürich,,Zürich,47.4088228,8.5617478,Tramstrasse 195b <br>8050 Zürich
Roswiesen (Baufreunde),Genossenschaft der Baufreunde Zürich,,Zürich,47.406588,8.5832451,Winterthurerstrasse 689 <br>8051 Zürich
Holzmatt V (Ersatzneubau),Genossenschaft der Baufreunde Zürich,,Zürich,47.4125466,8.5250539,Zelglistrasse 49a <br>8046 Zürich
Neubühl,Genossenschaft Neubühl,,Zürich,47.3315565,8.5354504,Westbühlstrasse 7 <br>8038 Zürich
Albisrieden III,Gewerkschaftliche Wohn- und Baugenossenschaft GEWOBAG,,Zürich,47.3741355,8.4924431,Langgrütstrasse 140 <br>8047 Zürich
Albisrieden I+II,Gewerkschaftliche Wohn- und Baugenossenschaft GEWOBAG,,Zürich,47.3743152,8.4911296,Langgrütstrasse 152 <br>8047 Zürich
Höngg (Riedhof),Gewerkschaftliche Wohn- und Baugenossenschaft GEWOBAG,,Zürich,47.4090486,8.482979,Riedhofstrasse 354 <br>8049 Zürich
Kraftwerk 1,Bau- und Wohngenossenschaft KraftWerk1,,Zürich,47.393528,8.5080285,Hardturmstrasse 261 <br>8005 Zürich
Zwischenbächen,Baugenossenschaft für neuzeitliches Wohnen,,Zürich,47.3836726,8.480111,Zwischenbächen 84 <br>8048 Zürich
Letzigraben 1. u. 2. Et.,Siedlungsgenossenschaft Eigengrund Zürich,,Zürich,47.3794687,8.5021844,Letzigraben 39a <br>8003 Zürich
30 Probstei,Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.4001103,8.5860868,Dübendorfstrasse 230a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.399769,8.5896564,Moosacker 16a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3998718,8.5892612,Moosacker 19a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3995407,8.5890951,Moosacker 1a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3998584,8.5897114,Moosacker 20a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3999076,8.5892885,Moosacker 21a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3999076,8.5892885,Moosacker 21b <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3999572,8.5897267,Moosacker 24a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.4000954,8.5893985,Moosacker 27a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.4000467,8.5897684,Moosacker 28a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.4001399,8.5894392,Moosacker 29a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3994209,8.589384,Moosacker 2a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3995855,8.5891093,Moosacker 3a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3995103,8.5894389,Moosacker 6a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3988563,8.5864572,Sunnige Hof 19a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3988972,8.5868688,Sunnige Hof 24a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3988972,8.5868688,Sunnige Hof 24b <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3989998,8.5865,Sunnige Hof 25a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3990448,8.586501,Sunnige Hof 27a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3990448,8.586501,Sunnige Hof 27b <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3990937,8.5870055,Sunnige Hof 30a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3991875,8.5866233,Sunnige Hof 31a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3991924,8.5870341,Sunnige Hof 34a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3993218,8.5866792,Sunnige Hof 37a <br>8051 Zürich
"Sunnige Hof, Probsteistr., Moosacker",Siedlungsgenossenschaft Sunnige Hof,,Zürich,47.3994112,8.5867341,Sunnige Hof 41a <br>8051 Zürich
Espenhof,Stiftung Alterswohnungen der Stadt Zürich (SAW),,Zürich,47.3726564,8.4977254,Langgrütstrasse 81 <br>8047 Zürich
,Stiftung Ponte Projektfonds,,Zürich,47.3731533,8.5197225,Kalkbreitestrasse 37 <br>8003 Zürich
,Stiftung zur Erhaltung von preisg. Wohn- und Gewerberäumen der Stadt Zürich,,Zürich,47.3680218,8.5644441,Bergstrasse 117 <br>8032 Zürich
,Stiftung zur Erhaltung von preisg. Wohn- und Gewerberäumen der Stadt Zürich,,Zürich,47.3830705,8.4958992,Flüelastrasse 16 <br>8048 Zürich
,Stiftung zur Erhaltung von preisg. Wohn- und Gewerberäumen der Stadt Zürich,,Zürich,47.422695,8.5540048,Unterwerkstrasse 24 <br>8052 Zürich
Au,Stiftung Wohnungen für kinderreiche Familien,,Zürich,47.4140058,8.5698612,Auzelg 47 <br>8050 Zürich
Au,Stiftung Wohnungen für kinderreiche Familien,,Zürich,47.4147499,8.5701155,Auzelg 50 <br>8050 Zürich
Au,Stiftung Wohnungen für kinderreiche Familien,,Zürich,47.414897,8.5697874,Auzelg 60 <br>8050 Zürich
Friesenberg (KR),Stiftung Wohnungen für kinderreiche Familien,,Zürich,47.3628883,8.5056133,Friesenbergstrasse 203 <br>8055 Zürich
ZH-Wollishofen Nidelbadstrasse,Wohn- und Siedlungs- Genossenschaft Zürich (WSGZ),,Zürich,47.3336067,8.5344103,Nidelbadstrasse 54 <br>8038 Zürich
ZH-Wollishofen Nidelbadstrasse,Wohn- und Siedlungs- Genossenschaft Zürich (WSGZ),,Zürich,47.3334578,8.5345069,Nidelbadstrasse 60 <br>8038 Zürich
Brüggarten,Wohnbaugenossenschaft Brüggarten,1,Bern-Solothurn,46.7641082,7.5884569,Brüggstrasse 26 <br>3634 Thierachern
Bündnerstrasse WG,Wohngenossenschaft Bündnerstrasse,0,Nordwestschweiz,47.5583931,7.5687621,Bündnerstrasse 29 <br>4055 Basel
Emile DUPONT,Fondation HBM Emile DUPONT,0,Romandie,46.183714,6.0938626,Chemin de la Traille 24 <br>1213 One
Eschenbach Gemeinde,Politische Gemeinde Eschenbach SG,0,Ostschweiz,47.2376772,8.918588,Rapperswilerstrasse 18 <br>8733 Eschenbach SG
Eschenbach Gemeinde,Politische Gemeinde Eschenbach SG,0,Ostschweiz,47.2373839,8.9189445,Rapperswilerstrasse 20 <br>8733 Eschenbach SG
Eschenbach Gemeinde,Politische Gemeinde Eschenbach SG,0,Ostschweiz,47.2412661,8.9213638,Rössligass 5 <br>8733 Eschenbach SG
Eschenbach Gemeinde,Politische Gemeinde Eschenbach SG,0,Ostschweiz,47.2345715,8.9277557,Alte Schmerikonerstrasse 4 <br>8733 Eschenbach SG
Felsenau,Wohnbaugenossenschaft Via Felsenau,0,Bern-Solothurn,46.9689561,7.4423114,Spinnereiweg 15 <br>3004 Bern
Freidorf,Siedlungsgenossenschaft Freidorf,1,Nordwestschweiz,47.5372391,7.628197,Freidorf 151 <br>4132 Muttenz
Holeeletten,Wohngenossenschaft Holeeletten,0,Nordwestschweiz,47.5467328,7.5674913,Hofstetterstrasse 5 <br>4054 Basel
Klybeck,Wohngenossenschaft Klybeck,5,Nordwestschweiz,47.576097,7.5876783,Altrheinweg 38 <br>4057 Basel
Logacop,Logacop Société Coopérative Immobilière,0,Romandie,46.5404611,6.6303321,Chemin de Maillefer 43 <br>1052 Le Mont-sur-Lausanne
Logacop,Logacop Société Coopérative Immobilière,0,Romandie,46.3202326,6.9607415,Chemin des Lieuge 12 <br>1860 Aigle
Logacop,Logacop Société Coopérative Immobilière,0,Romandie,46.8253855,6.9394452,Rue du Mont Aubert 5 <br>1530 Payerne
Logacop,Logacop Société Coopérative Immobilière,0,Romandie,46.8174356,6.5023542,Chemin de la Jonction 3 <br>1450 Ste-Croi
Logacop,Logacop Société Coopérative Immobilière,0,Romandie,46.4895356,6.3981881,Chemin de Clamogne 29 <br>1170 Aubonne
Logacop,Logacop Société Coopérative Immobilière,0,Romandie,46.5384269,6.5734407,Chemin de Champ-Colomb 15 <br>1024 Ecublens VD
Logement Idéal,Logement idéal Société coopérative,0,Romandie,46.5383497,6.6663195,Avenue des Boveresses 33 <br>1010 Lausanne
Logement Idéal,Logement idéal Société coopérative,0,Romandie,46.5242437,6.6215225,Avenue d'Echallens 1 <br>1004 Lausanne
Logement Idéal,Logement idéal Société coopérative,0,Romandie,46.5244974,6.6215089,Avenue d'Echallens 9 <br>1004 Lausanne
Logis Suisse,Gemeinnützige Wohnbaugesellschaft Logis Suisse AG,0,Aargau,47.4542888,8.3214674,Hofmattstrasse 9 <br>5432 Neuenhof
Rainallee,Wohngenossenschaft Rainallee,1,Nordwestschweiz,47.5708887,7.6418454,Rainallee 111 <br>4125 Riehen
SCHL Lausanne,Société coopérative d'habitation Lausanne,0,Romandie,46.5376551,6.6235131,Route des Plaines-du-Loup 32 <br>1018 Lausanne
St. Gallen EBG,Eisenbahner-Baugenossenschaft St. Gallen,0,Ostschweiz,47.4257882,9.3607309,Schorenstrasse 42 <br>9000 St.Gallen
WGN Nordwest,Wohnbau-Genossenschaftsverband Nordwest,0,Nordwestschweiz,47.524488,7.5678072,Gustackerstrasse 22 <br>4103 Bottmingen
Zwingen GS,Genossenschaft Gemeindesiedlung Zwingen,0,Nordwestschweiz,47.4365964,7.53241,August-Cueni-Strasse 15 <br>4222 Zwingen
Beau-Site,Wohnbaugenossenschaft Beau-Site,8,,46.9993227,7.4548167,Parkstrasse 10 <br>3052 Zollikofen
Beau-Site,Wohnbaugenossenschaft Beau-Site,8,,46.9994666,7.4548036,Parkstrasse 12 <br>3052 Zollikofen
Beau-Site,Wohnbaugenossenschaft Beau-Site,8,,46.9997454,7.4547248,Stämpflistrasse 35 <br>3052 Zollikofen
Beau-Site,Wohnbaugenossenschaft Beau-Site,8,,46.9997455,7.4544749,Stämpflistrasse 37 <br>3052 Zollikofen
Beau-Site,Wohnbaugenossenschaft Beau-Site,9,,46.9971006,7.4564726,Fellenbergstrasse 1 <br>3052 Zollikofen
Beau-Site,Wohnbaugenossenschaft Beau-Site,9,,46.9967858,7.456341,Fellenbergstrasse 3 <br>3052 Zollikofen
Beau-Site,Wohnbaugenossenschaft Beau-Site,9,,46.996471,7.4562095,Fellenbergstrasse 5 <br>3052 Zollikofen
Beau-Site,Wohnbaugenossenschaft Beau-Site,9,,46.9961472,7.456091,Fellenbergstrasse 7 <br>3052 Zollikofen
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,,47.0169254,7.4589515,Seedorfweg 66 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,8,,47.0168894,7.4591619,Seedorfweg 68 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,,47.0168444,7.459346,Seedorfweg 70 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,Bern-Solothurn,47.0167634,7.459517,Seedorfweg 72 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,8,Bern-Solothurn,47.0170601,7.4601615,Seedorfweg 88 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,8,Bern-Solothurn,47.0169612,7.46003,Seedorfweg 90 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,Bern-Solothurn,47.0168263,7.4599773,Seedorfweg 92 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,Bern-Solothurn,47.020633,7.4399465,Ulmenweg 2 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,Bern-Solothurn,47.0208669,7.440078,Ulmenweg 4 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,Bern-Solothurn,47.0211187,7.4402227,Ulmenweg 6 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,Bern-Solothurn,47.0210917,7.4406436,Paul Klee-Strasse 93 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,Bern-Solothurn,47.0207319,7.4404726,Paul Klee-Strasse 97 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,9,Bern-Solothurn,47.0236972,7.4364132,Lochstiegweg 24 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,Bern-Solothurn,47.0238982,7.4364344,Lochstiegweg 26 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,9,Bern-Solothurn,47.0235437,7.4368527,Lochstiegweg 28 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,Bern-Solothurn,47.0237003,7.4368817,Lochstiegweg 30 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,9,Bern-Solothurn,47.0236373,7.4373815,Lochstiegweg 32 <br>3053 Münchenbuchsee
Beau-Site,Wohnbaugenossenschaft Beau-Site,6,Bern-Solothurn,47.0237543,7.4373947,Lochstiegweg 34 <br>3053 Münchenbuchsee
Wohngenossenschaft 21,Wohngenossenschaft 21,5,Nordwestschweiz,47.5633381,7.5778496,Rheinländerstrasse 21 <br>4056 Basel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,28,Bern-Solothurn,47.1441375,7.2721473,Mühlestrasse 61 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,42,Bern-Solothurn,47.1439397,7.2722665,Mühlestrasse 63 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,29,Bern-Solothurn,47.143751,7.2723594,Mühlestrasse 65 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1440624,7.2762476,Geyisriedweg 14 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1441166,7.2764056,Geyisriedweg 16 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.143919,7.2765776,Safnernweg 20 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1438648,7.2764328,Safnernweg 22 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1437125,7.2768946,Safnernweg 24 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1436318,7.2770531,Safnernweg 26 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1435318,7.2763019,Orpundstrasse 29 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1434871,7.2764735,Orpundstrasse 31 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1433976,7.2768033,Orpundstrasse 33 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1433618,7.2769484,Orpundstrasse 35 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1432813,7.2772915,Orpundstrasse 37 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1434254,7.2773701,Orpundstrasse 37a <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1443128,7.2752185,Narzissenweg 18 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1442496,7.2750341,Narzissenweg 20 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1440702,7.2753774,Narzissenweg 22 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,5,Bern-Solothurn,47.1440069,7.2751799,Narzissenweg 24 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,9,Bern-Solothurn,47.1561891,7.2711865,Solothurnstrasse 57 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,9,Bern-Solothurn,47.1562967,7.270962,Solothurnstrasse 59 <br>2504 Biel
Sonniger Hof,Wohnbaugenossenschaft Sonniger Hof,6,Bern-Solothurn,47.1563783,7.2715212,Solothurnstrasse 61 <br>2504 Biel
