SN,BT,WH,RV,LA,LO,AD
Wyttenbach,Baugenossenschaft Wyttenbach Biel,9,Bern-Solothurn,47.1526267,7.2708285,Johann-Lisser-Weg 8 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,9,Bern-Solothurn,47.1523299,7.2709085,Johann-Lisser-Weg 10 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1524382,7.2711192,Johann-Lisser-Weg 12 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1521054,7.2711466,Johann-Lisser-Weg 14 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1521776,7.2712782,Johann-Lisser-Weg 16 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1525445,7.2699981,Bürenstrasse 25 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,12,Bern-Solothurn,47.1523918,7.2701831,Bürenstrasse 27 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1522661,7.2703418,Bürenstrasse 29 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,16,Bern-Solothurn,47.1519788,7.2706987,Bürenstrasse 31 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1518792,7.2702111,Bürenstrasse 26 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1517715,7.2703961,Bürenstrasse 28 <br>2504 Biel/Bienne
Yverdon CHEM,Sté coop d'habitation des cheminots Yverdon,7,Romandie,46.7881353,6.6343206,Rue des Prés-du-Lac 10 <br>1400 Yverdon-les-Bains
Yverdon CHEM,Sté coop d'habitation des cheminots Yverdon,7,Romandie,46.7881996,6.634503,Rue des Prés-du-Lac 12 <br>1400 Yverdon-les-Bains
Yverdon CHEM,Sté coop d'habitation des cheminots Yverdon,7,Romandie,46.7884305,6.6340804,Rue des Prés-du-Lac 14 <br>1400 Yverdon-les-Bains
Yverdon CHEM,Sté coop d'habitation des cheminots Yverdon,7,Romandie,46.7884949,6.634289,Rue des Prés-du-Lac 16 <br>1400 Yverdon-les-Bains
Yverdon CHEM,Sté coop d'habitation des cheminots Yverdon,36,Romandie,46.7893979,6.6322192,Rue des Prés-du-Lac 45 <br>1400 Yverdon-les-Bains
Yverdon CHEM,Sté coop d'habitation des cheminots Yverdon,25,Romandie,46.7732195,6.6316892,Rue des Moulins 95 <br>1400 Yverdon-les-Bains
Yverdon CHEM,Sté coop d'habitation des cheminots Yverdon,30,Romandie,46.7731115,6.6316777,Rue des Moulins 97 <br>1400 Yverdon-les-Bains
Yvonand,Société coopérative 'habitation d'Yvonand,16,Romandie,46.8002786,6.7392004,Chemin des Saules 4 <br>1462 Yvonand
Zähringer,Wohnbaugenossenschaft Zähringer Rheinfelden,30,Aargau,47.5559295,7.7987613,Roberstenstrasse 10 <br>4310 Rheinfelden
Zähringer,Wohnbaugenossenschaft Zähringer Rheinfelden,30,Aargau,47.5555058,7.7990906,Lindenstrasse 5 <br>4310 Rheinfelden
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7783039,7.6406627,Ahornweg 1 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7783857,7.6402178,Ahornweg 2 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7780966,7.6409238,Ahornweg 3 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7781246,7.6403347,Ahornweg 4 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7779436,7.6409756,Ahornweg 5 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7778456,7.6404384,Ahornweg 6 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7776285,7.6410792,Ahornweg 7 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7775035,7.640555,Ahornweg 8 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7774576,7.6411179,Ahornweg 9 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7772336,7.6405671,Ahornweg 10 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7772149,7.6409729,Ahornweg 11 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7769202,7.6397672,Heinrich-Matter-Strasse 13 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7770822,7.6397154,Heinrich-Matter-Strasse 15 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7770005,7.6401472,Heinrich-Matter-Strasse 17 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7771625,7.6401216,Heinrich-Matter-Strasse 19 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7769839,7.6393353,Ulmenweg 5 <br>3612 Steffisburg
Zelg,"Bau- und Wohngenossenschaft Zelg, Steffisburg",4,Bern-Solothurn,46.7769839,7.6393353,Ulmenweg 5 <br>3612 Steffisburg
Zug AWG,Allgemeine Wohnbaugenossenschaft Zug,10,Zentralschweiz,47.1775559,8.5035534,General-Guisan-Strasse 25 <br>6300 Zug
Zug AWG,Allgemeine Wohnbaugenossenschaft Zug,12,Zentralschweiz,47.17763,8.5033306,General-Guisan-Strasse 27 <br>6300 Zug
Zug AWG,Allgemeine Wohnbaugenossenschaft Zug,12,Zentralschweiz,47.177687,8.5030019,General-Guisan-Strasse 29 <br>6300 Zug
Zug AWG,Allgemeine Wohnbaugenossenschaft Zug,24,Zentralschweiz,47.1790103,8.5028963,Letzistrasse 26 <br>6300 Zug
Zug AWG,Allgemeine Wohnbaugenossenschaft Zug,18,Zentralschweiz,47.1807893,8.5070085,Eichwaldstrasse 1 <br>6300 Zug
Zug AWG,Allgemeine Wohnbaugenossenschaft Zug,14,Zentralschweiz,47.1808372,8.5066928,Eichwaldstrasse 3 <br>6300 Zug
Zug AWG,Allgemeine Wohnbaugenossenschaft Zug,7,Zentralschweiz,47.1792155,8.4942851,Lorzenstrasse 4 <br>6300 Zug
Zug AWG,Allgemeine Wohnbaugenossenschaft Zug,8,Zentralschweiz,47.1791503,8.4945345,Lorzenstrasse 6 <br>6300 Zug
Zug AWG,Allgemeine Wohnbaugenossenschaft Zug,2,Zentralschweiz,47.1970021,8.5240144,Neugasse 16 <br>6340 Baar
Zug AWG,Allgemeine Wohnbaugenossenschaft Zug,7,Zentralschweiz,47.1348285,8.6097725,Seestrasse 12 <br>6315 Oberägeri
Zug AWG,Allgemeine Wohnbaugenossenschaft Zug,7,Zentralschweiz,47.1350237,8.6096292,Silbergasse 7 <br>6315 Oberägeri
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1782384,8.5123932,Gartenstadt 3a <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1782924,8.5123943,Gartenstadt 3b <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1784185,8.5123704,Gartenstadt 5 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1784725,8.5123715,Gartenstadt 7 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1785894,8.5123738,Gartenstadt 9 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1786524,8.5123751,Gartenstadt 11 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1787695,8.5123511,Gartenstadt 13 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1788325,8.5123523,Gartenstadt 15 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.179004,8.5122898,Fliederweg 1 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.178996,8.5121841,Fliederweg 3 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1789996,8.5118016,Fliederweg 5 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1789917,8.5116827,Fliederweg 7 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1789862,8.5113,Fliederweg 9 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1789871,8.5112076,Fliederweg 11 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1792199,8.5122941,Fliederweg 2 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.179221,8.5121754,Fliederweg 4 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1792155,8.5117927,Fliederweg 6 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1792166,8.511674,Fliederweg 8 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1792031,8.5111988,Fliederweg 10 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1792113,8.5112781,Fliederweg 12 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,8,Zentralschweiz,47.1794656,8.5119824,Nelkenweg 1 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1794521,8.5115072,Nelkenweg 5 <br>6300 Zug
Zug GBG,Gemeinnützige Baugenossenschaft Zug,1,Zentralschweiz,47.1794441,8.5114015,Nelkenweg 7 <br>6300 Zug
Zweisimmen BP,Wohnbaugenossenschaft Bundespersonal,6,Bern-Solothurn,46.5556336,7.3723436,Karl Haueter-Strasse 1 <br>3770 Zweisimmen
Zweisimmen BP,Wohnbaugenossenschaft Bundespersonal,6,Bern-Solothurn,46.5558045,7.3724347,Karl Haueter-Strasse 3 <br>3770 Zweisimmen
Zweisimmen BP,Wohnbaugenossenschaft Bundespersonal,12,Bern-Solothurn,46.5561287,7.3729689,Karl Haueter-Strasse 5 <br>3770 Zweisimmen
Zweisimmen BP,Wohnbaugenossenschaft Bundespersonal,6,Bern-Solothurn,46.5564797,7.3732163,Karl Haueter-Strasse 7 <br>3770 Zweisimmen
Zweisimmen BP,Wohnbaugenossenschaft Bundespersonal,6,Bern-Solothurn,46.5565336,7.3731119,Karl Haueter-Strasse 9 <br>3770 Zweisimmen
Zweisimmen BP,Wohnbaugenossenschaft Bundespersonal,6,Bern-Solothurn,46.5568216,7.3734114,Karl Haueter-Strasse 11 <br>3770 Zweisimmen
Zweisimmen BP,Wohnbaugenossenschaft Bundespersonal,6,Bern-Solothurn,46.5568666,7.3733332,Karl Haueter-Strasse 15 <br>3770 Zweisimmen
Zwingen GS,Genossenschaft Gemeindesiedlung Zwingen,5,Nordwestschweiz,47.4366237,7.5320256,August-Cueni-Strasse 11 <br>4222 Zwingen
Zwingen GS,Genossenschaft Gemeindesiedlung Zwingen,6,Nordwestschweiz,47.4367766,7.5320259,August-Cueni-Strasse 13 <br>4222 Zwingen
Zwingen GS,Genossenschaft Gemeindesiedlung Zwingen,2,Nordwestschweiz,47.4367583,7.5324235,August-Cueni-Strasse 17 <br>4222 Zwingen
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4687731,7.8117284,Lindenweg 11 <br>4450 Sissach
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4687913,7.8116755,Lindenweg 13 <br>4450 Sissach
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4689086,7.8115437,Lindenweg 15 <br>4450 Sissach
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4689357,7.8115041,Lindenweg 17 <br>4450 Sissach
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4687085,7.8122585,Lindenweg 19 <br>4450 Sissach
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4687266,7.8122189,Lindenweg 21 <br>4450 Sissach
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4688351,7.8120339,Lindenweg 23 <br>4450 Sissach
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4688712,7.8119811,Lindenweg 25 <br>4450 Sissach
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4689707,7.8118094,Lindenweg 27 <br>4450 Sissach
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4690068,7.8117698,Lindenweg 29 <br>4450 Sissach
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4691063,7.8116114,Lindenweg 31 <br>4450 Sissach
Zytglogge,Wohnbaugenossenschaft Zytglogge Sissach,1,Nordwestschweiz,47.4691244,7.811585,Lindenweg 33 <br>4450 Sissach
Chavannes-Renens,Société coopérative d'habitation Chavannes-près-Renens,15,Romandie,46.5300095,6.5691306,Rue de Champ-Fleuri 2 <br>1022 Chavannes-près-Renens
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),15,Romandie,46.5239005,6.5904339,Route de Chavannes 103 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),21,Romandie,46.5240701,6.5902618,Route de Chavannes 105 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),12,Romandie,46.5241491,6.5899999,Route de Chavannes 107 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),12,Romandie,46.5242103,6.5897643,Route de Chavannes 109 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),15,Romandie,46.5241725,6.5895173,Route de Chavannes 111 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),12,Romandie,46.5240089,6.5892983,Route de Chavannes 113 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),12,Romandie,46.5238552,6.5891964,Route de Chavannes 115 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),24,Romandie,46.5236927,6.5891208,Route de Chavannes 117 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),14,Romandie,46.5235477,6.5889797,Route de Chavannes 119 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),12,Romandie,46.523609,6.5887572,Route de Chavannes 121 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),10,Romandie,46.5236792,6.5885215,Route de Chavannes 123 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),10,Romandie,46.5237317,6.5883121,Route de Chavannes 125 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),10,Romandie,46.523802,6.5880894,Route de Chavannes 127 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),8,Romandie,46.5237733,6.5878683,Route de Chavannes 129 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),8,Romandie,46.5238347,6.5876588,Route de Chavannes 131 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),8,Romandie,46.523887,6.5874364,Route de Chavannes 133 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),15,Romandie,46.5240113,6.5872129,Route de Chavannes 135 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),21,Romandie,46.5241721,6.587067,Route de Chavannes 137 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),18,Romandie,46.5242874,6.5868436,Route de Chavannes 139 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),14,Romandie,46.5244497,6.5868932,Route de Chavannes 141 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),14,Romandie,46.5245943,6.5869822,Route de Chavannes 143 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),24,Romandie,46.5248106,6.5870309,Route de Chavannes 145 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),18,Romandie,46.5249555,6.5871589,Route de Chavannes 147 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),21,Romandie,46.5250474,6.5874182,Route de Chavannes 149 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),24,Romandie,46.5241934,6.5887089,Route de Chavannes 201 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),30,Romandie,46.5243915,6.5887318,Route de Chavannes 203 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),27,Romandie,46.5245528,6.5886511,Route de Chavannes 205 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),16,Romandie,46.5246225,6.5883372,Route de Chavannes 207 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),16,Romandie,46.5246209,6.5881287,Route de Chavannes 209 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),14,Romandie,46.524547,6.5878692,Route de Chavannes 211 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),18,Romandie,46.5244826,6.5876747,Route de Chavannes 213 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),14,Romandie,46.5243038,6.6276059,Rue Saint-Roch 15 <br>1004 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),7,Romandie,46.535778,6.6625766,Chemin des Eterpeys 1 <br>1010 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),8,Romandie,46.5358225,6.662375,Chemin des Eterpeys 3 <br>1010 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),8,Romandie,46.536037,6.6621763,Chemin des Eterpeys 7 <br>1010 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),9,Romandie,46.5366646,6.6618544,Chemin des Eterpeys 10 <br>1010 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),8,Romandie,46.5364573,6.6618053,Chemin des Eterpeys 12 <br>1010 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),6,Romandie,46.5363139,6.6618856,Chemin des Eterpeys 14 <br>1010 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),8,Romandie,46.5364181,6.6613365,Chemin des Eterpeys 24 <br>1010 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),10,Romandie,46.5362297,6.6614044,Chemin des Eterpeys 26 <br>1010 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),10,Romandie,46.5360945,6.6613673,Chemin des Eterpeys 28 <br>1010 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),27,Romandie,46.5205106,6.6064517,Chemin de Florency 10 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),16,Romandie,46.5155671,6.6144377,Avenue de Cour 87 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),15,Romandie,46.5157116,6.6145137,Avenue de Cour 89 <br>1007 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),12,Romandie,46.5265618,6.6118143,Jardins-de-Prélaz 3 <br>1004 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),12,Romandie,46.5265251,6.611712,Jardins-de-Prélaz 5 <br>1004 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),9,Romandie,46.5268458,6.6116329,Jardins-de-Prélaz 6 <br>1004 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),12,Romandie,46.5269072,6.6114234,Jardins-de-Prélaz 8 <br>1004 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),16,Romandie,46.5271512,6.6115761,Chemin de Renens 17 <br>1004 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),3,Romandie,46.5208502,6.6348311,Rue Centrale 26 <br>1003 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),8,Romandie,46.5208229,6.6351546,Rue Centrale 28 <br>1003 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),8,Romandie,46.5208183,6.635405,Rue Centrale 30 <br>1003 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),15,Romandie,46.5435282,6.639774,Route de la Clochatte 16A <br>1018 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),15,Romandie,46.5432373,6.6400035,Route de la Clochatte 16B <br>1018 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),12,Romandie,46.5435315,6.6402433,Route de la Clochatte 16C <br>1018 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),13,Romandie,46.5432989,6.6404293,Route de la Clochatte 16D <br>1018 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),6,Romandie,46.5282353,6.615472,Avenue d'Echallens 81 <br>1004 Lausanne
FLCL Lausanne,Fondation Lausannoise pour la Construction de Logements (FLCL),10,Romandie,46.5283577,6.615196,Avenue d'Echallens 83 <br>1004 Lausanne
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,6,Romandie,46.181592,6.0894465,Rue Edouard-Vallet 73 <br>1232 Confignon
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,6,Romandie,46.1816996,6.0894179,Rue Edouard-Vallet 75 <br>1232 Confignon
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,6,Romandie,46.181835,6.0894534,Rue Edouard-Vallet 77 <br>1232 Confignon
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,6,Romandie,46.1815679,6.0889419,Rue Edouard-Vallet 79 <br>1232 Confignon
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,6,Romandie,46.1817472,6.0888857,Rue Edouard-Vallet 81 <br>1232 Confignon
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,5,Romandie,46.1818821,6.0888823,Rue Edouard-Vallet 83 <br>1232 Confignon
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,23,Romandie,46.220896,6.1058011,Rue Oscar-Bider 7 <br>1220 Les Avanchets
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,23,Romandie,46.2209935,6.1056821,Rue Oscar-Bider 8 <br>1220 Les Avanchets
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,23,Romandie,46.2200705,6.1067546,Rue Oscar-Bider 10 <br>1220 Les Avanchets
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,23,Romandie,46.2200095,6.1069246,Rue Oscar-Bider 11 <br>1220 Les Avanchets
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,22,Romandie,46.2199394,6.1070818,Rue Oscar-Bider 12 <br>1220 Les Avanchets
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,16,Romandie,46.2903839,6.1639124,Chemin du Petit-Montfleury 5 <br>1290 Versoi
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,16,Romandie,46.290231,6.163916,Chemin du Petit-Montfleury 7 <br>1290 Versoi
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,16,Romandie,46.290114,6.1639187,Chemin du Petit-Montfleury 9 <br>1290 Versoi
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,8,Romandie,46.175029,6.0667249,Chemin de Saule 99 <br>1290 Berne
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,8,Romandie,46.1749844,6.0665504,Chemin de Saule 101 <br>1290 Berne
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,20,Romandie,46.1759297,6.1413132,Rue de La-Tambourine 31 <br>1227 Carouge GE
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,16,Romandie,46.2904251,6.1643787,Chemin de Versoix-la-Ville 26 <br>1290 Versoi
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,16,Romandie,46.2902995,6.1644076,Chemin de Versoix-la-Ville 28 <br>1290 Versoi
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,16,Romandie,46.2901464,6.1643982,Chemin de Versoix-la-Ville 30 <br>1290 Versoi
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,6,Romandie,46.1761022,6.0795713,Chemin de Vuillonne 23 <br>1232 Confignon
FOMHAB Genève,Société Coopérative d'Habitation FOMHAB,6,Romandie,46.1759957,6.0796905,Chemin de Vuillonne 25 <br>1232 Confignon
